Plastic	Phylum	Class	Order	Family	Genus	Species
PCL	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus fischeri
LDPE	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus flavus
HDPE	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus flavus
PHB	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus flavus
PU	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus flavus
LDPE	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus flavus
PE	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus flavus
LDPE	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus flavus
LDPE	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus flavus
PE	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus foetidus
PLA	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus foetidus
PU	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus fumigatus
PBSA	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus fumigatus
PCL	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus fumigatus
PES	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus fumigatus
PHB	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus fumigatus
PHB	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus fumigatus
PHBV	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus fumigatus
LDPE	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus fumigatus
PE	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus glaucus
LDPE	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus japonicus
PLA	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus nidulans
LDPE	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus nidulans
PVC	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus niger
PCL	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus niger
LDPE	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus niger
LDPE	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus niger
PHB	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus niger
PBS	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus niger
PCL	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus niger
LDPE	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus niger
PE	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus niger
Sky-Green	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus niger
PHB	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus niger
LDPE	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus niger
HDPE	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus niger
PE	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus niger
PE	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus niger
LDPE	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus niger
PE	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus niger
PLA	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus niger
LDPE	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus niger
LDPE	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus nomiae
LDPE	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus oryzae
PLA	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus oryzae
PHB	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus penicillioides
LDPE	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus sp.
PU	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus sp.
PET	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus sp.
PHB	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus sp.
PVC	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus sydowii
PE	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus sydowii
HDPE	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus terreus
LDPE	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus terreus
PE	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus terreus
LDPE	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus terreus
HDPE	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus tubingensis
PU	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus tubingensis
PBSA	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus udagawae
PCL	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus ustus
PHB	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus ustus
PCL	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus versicolor
PBSA	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus versicolor
PBSA	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus versicolor
PHA	Ascomycota	Asteromyces	Asteromyces cruciatus			
PHB	Ascomycota	Asteromyces	Asteromyces cruciatus			
PU	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium pullulans
PCL	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium pullulans
PHB	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium pullulans
PLA	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium pullulans
PES	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus altitudinis
LDPE	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus amyloliquefaciens
HDPE	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus amyloliquefaciens
LDPE	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus amyloliquefaciens
LDPE	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus amyloliquefaciens
PE	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus amyloliquefaciens
HDPE	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus aryabhattai
PHB	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus aryabhattai
PC	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus
PET	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus
PS	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus
PHA	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus
HDPE	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus
PE	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus
LDPE	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus
PE	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus
Nylon	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus
PP	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus flexus
PP	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus flexus
PP	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus flexus
PVC	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus flexus
PE	Firmicutes	Bacilli	Bacillales	Bacillaceae	Cytobacillus	Cytobacillus gottheilii
PET	Firmicutes	Bacilli	Bacillales	Bacillaceae	Cytobacillus	Cytobacillus gottheilii
PP	Firmicutes	Bacilli	Bacillales	Bacillaceae	Cytobacillus	Cytobacillus gottheilii
PS	Firmicutes	Bacilli	Bacillales	Bacillaceae	Cytobacillus	Cytobacillus gottheilii
PHB	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus idriensis
HDPE	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus licheniformis
PHB	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus licheniformis
PLA	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus licheniformis
PC	Firmicutes	Bacilli	Bacillales	Bacillaceae	Priestia	Priestia megaterium
PHB	Firmicutes	Bacilli	Bacillales	Bacillaceae	Priestia	Priestia megaterium
PLA	Firmicutes	Bacilli	Bacillales	Bacillaceae	Priestia	Priestia megaterium
PHB	Firmicutes	Bacilli	Bacillales	Bacillaceae	Priestia	Priestia megaterium
PHB	Firmicutes	Bacilli	Bacillales	Bacillaceae	Priestia	Priestia megaterium
LDPE	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus mycoides
PHB	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus pseudomycoides
PLA	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus pumilus
HDPE	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus pumilus
LDPE	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus pumilus
PBS	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus pumilus
PBS Blend	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus pumilus
PBSA	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus pumilus
PCL Blend	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus pumilus
LDPE	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus pumilus
PES	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus pumilus
PBSA	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus pumilus
PCL	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus pumilus
PES	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus pumilus
PBS	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus pumilus
PBSA	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus pumilus
PCL	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus pumilus
PLA	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus pumilus
PS	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. (in
PP	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. (in
HDPE	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. (in
PHB	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. (in
PLA	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. (in
PHBH	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. (in
PLA	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. (in
HDPE	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. (in
LDPE	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. (in
PVC	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. (in
PVA	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. (in
PS Blend	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. (in
PE	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. (in
LDPE	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. (in
PHB	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. (in
PHBV	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. (in
LDPE	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. (in
PU	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. (in
Nylon	Firmicutes	Bacilli	Bacillales	Bacillaceae	Lysinibacillus	Lysinibacillus sphaericus
PES	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus stratosphericus
PP	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
PP	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
HDPE	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
LDPE	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
PHB	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
PLA	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
PU	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
PES	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
PE	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
LDPE	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis
LDPE	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus vietnamensis
PEG	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp.
Nylon	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Bjerkandera	Bjerkandera adusta
PHB	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Bjerkandera	Bjerkandera adusta
PLA	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Bjerkandera	Bjerkandera adusta
PLA	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella petrii
LDPE	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus borstelensis
PCL	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus brevis
LDPE	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus parabrevis
PHA	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus reuszeri
PCL	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus sp.
PE	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus sp.
PS	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Brevundimonas diminuta
Nylon	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Brevundimonas vesicularis
PLA Blend	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia cepacia
PU	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia gladioli
PHA	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp.
PTS	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia vietnamiensis
PU	Ascomycota	Saccharomycetes	Saccharomycetales	Diutina	Diutina rugosa	
PHB	Actinobacteria	Actinobacteria	Micrococcales	Promicromonosporaceae	Cellulosimicrobium	Cellulosimicrobium sp.
PHBV	Actinobacteria	Actinobacteria	Micrococcales	Promicromonosporaceae	Cellulosimicrobium	Cellulosimicrobium sp.
Treated-HDPE	Ascomycota	Sordariomycetes	Hypocreales	Cephalosporium	Cephalosporium sp.	
PHB	Ascomycota	Sordariomycetes	Hypocreales	Cephalosporium	Cephalosporium sp.	
PCL	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium globosum
PVC	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium globosum
PHBH	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Chitinimonas	Chitinimonas sp.
PHB	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas luteola
PC	Ascomycota	Eurotiomycetes	Onygenales	Chrysosporium	Chrysosporium sp.	
LDPE	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter amalonaticus
PS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter sedlakii
PU	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium asperulatum
O-PE	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium cladosporioides
PET	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium cladosporioides
PU	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium cladosporioides
PE	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium cladosporioides
PU	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium montecillanum
PU	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium pseudocladosporioides
PU	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium sp.
PHB	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium sp.
PBSA	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium sp.
PLA	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium sphaerospermum
PLA	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium sphaerospermum
PHB	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium subcinereum
PLA	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium subcinereum
PU	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium tenuissimum
PU	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Clonostachys	Clonostachys rosea
PCL	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Clonostachys	Clonostachys rosea
PCL	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium acetobutylicum
PHBV	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium acetobutylicum
PCL	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium botulinum
PHBV	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium botulinum
PVC	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris sp.
PU	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Delftia	Delftia acidovorans
PE	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Comamonas sp.
PHB	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Comamonas sp.
PHBV	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Comamonas sp.
PHO	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Comamonas sp.
PHB	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Comamonas testosteroni
PHB	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Comamonas testosteroni
PHB	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Comamonas testosteroni
LDPE	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Akanthomyces	Akanthomyces lecanii
PHB	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Cordyceps	Cordyceps farinosa
Sky-Green	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Cordyceps	Cordyceps farinosa
PHBV	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Cordyceps	Cordyceps farinosa
PBS	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Cordyceps	Cordyceps fumosorosea
PCL	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Cordyceps	Cordyceps fumosorosea
PU	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium sp.
PU	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium sp.
LDPE	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus necator
PHA	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus sp.
PHB	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus sp.
Sky-Green	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	Curvularia protuberata
PU	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	Curvularia senegalensis
PHB	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Debaryomyces	Debaryomyces hansenii
PHA	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Debaryomyces	Debaryomyces hansenii
PHB	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Debaryomyces	Debaryomyces hansenii
PU	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Delftia	Delftia acidovorans
PHB	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Delftia	Delftia acidovorans
PET	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Delftia	Delftia sp.
PE	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Delftia	Delftia sp.
LDPE	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Delftia	Delftia tsuruhatensis
LDPE	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Delftia	Delftia tsuruhatensis
PEG	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio desulfuricans
PCL	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Duganella	Duganella zoogloeoides
PHA	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Duganella	Duganella zoogloeoides
PHC	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Duganella	Duganella zoogloeoides
PTS	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Duganella	Duganella zoogloeoides
PCL	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus nidulans
PU	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus nidulans
PP	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Parengyodontium	Parengyodontium album
PU	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea agglomerans
LDPE	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae
PS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter sp.
LDPE	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter sp.
PHB	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter sp.
PHBV	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter sp.
PS	Firmicutes	Bacilli	Bacillales	Exiguobacterium	Exiguobacterium sibiricum	
PS	Firmicutes	Bacilli	Bacillales	Exiguobacterium	Exiguobacterium sp.	
PS	Firmicutes	Bacilli	Bacillales	Exiguobacterium	Exiguobacterium undae	
PVA	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Flammulina	Flammulina velutipes
LDPE	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp.
PVA	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Fomitopsis	Fomitopsis pinicola
PCL	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium culmorum
PHB	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium equiseti
PHB	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium equiseti
PLA	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium equiseti
PLA	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium equiseti
PLA	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium verticillioides
PHB	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium oxysporum
PHB	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium oxysporum
PHB	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium oxysporum
PLA	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium oxysporum
PLA	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium oxysporum
